T3,u,m_loi,z1,overload_ratio,suggested_m
1652015.89,3.87,2.5,30,1.24,3.0
1502393.04,3.99,2.5,31,1.14,3.0
1656608.69,3.75,3.0,27,1.24,3.5
652968.25,2.14,3.0,29,1.47,3.5
329744.2,2.28,3.0,19,1.19,3.5
1060930.02,3.77,2.5,19,1.13,3.0
546170.58,2.93,3.0,28,1.16,3.5
716816.21,4.06,1.5,19,1.47,2.0
1472685.77,4.35,2.0,28,1.21,2.5
1409344.37,4.08,1.5,32,1.33,2.0
749267.79,3.54,2.0,32,1.32,2.5
1360917.83,2.87,2.0,25,1.44,2.5
1191676.88,3.82,2.0,25,1.22,2.5
828704.65,2.8,1.5,20,1.44,2.0
965823.69,2.08,3.0,19,1.16,3.5
1424662.6,3.0,2.0,18,1.33,2.5
1053177.92,2.24,2.0,26,1.2,2.5
809832.73,3.6,2.0,25,1.1,2.5
1141016.54,3.27,3.0,23,1.38,3.5
335315.76,2.31,2.0,24,1.22,2.5
1595445.17,3.41,3.0,25,1.47,3.5
1471132.99,3.4,2.5,30,1.12,3.0
674247.5,3.59,2.5,26,1.17,3.0
1722853.17,3.84,2.5,26,1.21,3.0
1008129.56,3.92,3.0,18,1.17,3.5
1777123.65,3.98,1.5,25,1.23,2.0
1406240.81,3.19,2.5,26,1.27,3.0
709225.27,3.99,3.0,29,1.3,3.5
1304758.81,4.33,3.0,21,1.34,3.5
548523.3,2.76,2.0,21,1.46,2.5
634935.16,3.97,1.5,28,1.3,2.0
437332.94,2.26,3.0,23,1.45,3.5
653144.41,2.76,1.5,26,1.15,2.0
1691887.47,3.84,2.5,18,1.41,3.0
465284.69,2.32,2.0,23,1.11,2.5
560852.51,2.8,2.5,24,1.49,3.0
1216990.21,2.77,3.0,24,1.39,3.5
930431.57,2.18,1.5,24,1.22,2.0
1756120.13,3.97,2.0,28,1.48,2.5
1169222.3,3.14,2.5,30,1.48,3.0
1094936.16,2.39,2.5,22,1.42,3.0
1433508.28,4.36,3.0,32,1.1,3.5
1059391.03,2.33,2.5,32,1.15,3.0
1257140.72,4.18,2.0,28,1.13,2.5
651595.27,2.85,2.5,22,1.41,3.0
564354.6,3.45,2.0,30,1.42,2.5
684551.88,3.26,3.0,18,1.14,3.5
1294867.48,4.3,3.0,19,1.44,3.5
815467.07,2.88,3.0,18,1.42,3.5
1504886.03,4.48,2.0,21,1.19,2.5
696157.26,3.93,3.0,25,1.4,3.5
1468791.6,4.01,2.0,31,1.29,2.5
1607185.5,3.46,3.0,19,1.19,3.5
1781818.87,4.23,1.5,23,1.43,2.0
477798.74,3.23,2.0,32,1.43,2.5
423058.78,2.86,3.0,27,1.17,3.5
974659.75,4.5,1.5,25,1.18,2.0
1260851.33,3.7,3.0,21,1.14,3.5
939796.2,3.07,2.5,19,1.13,3.0
1612800.92,3.99,2.5,18,1.46,3.0
1890928.88,4.4,1.5,30,1.44,2.0
1633004.86,3.99,3.0,31,1.37,3.5
651781.22,2.1,1.5,24,1.45,2.0
1534960.72,4.14,1.5,32,1.21,2.0
968334.35,2.52,2.5,22,1.12,3.0
731983.01,2.48,2.0,28,1.45,2.5
625777.63,2.9,2.0,28,1.17,2.5
604637.78,2.69,2.0,31,1.45,2.5
324936.47,2.1,2.0,19,1.16,2.5
1139181.04,3.99,1.5,20,1.15,2.0
1046165.1,2.36,2.0,26,1.13,2.5
1017091.73,3.3,2.0,20,1.39,2.5
451478.07,2.77,2.0,22,1.26,2.5
859218.61,2.56,3.0,19,1.19,3.5
1204634.07,3.73,2.0,23,1.47,2.5
1336597.05,4.09,1.5,19,1.15,2.0
1973427.54,4.28,1.5,26,1.41,2.0
1374369.77,2.9,3.0,22,1.45,3.5
754269.77,2.47,1.5,18,1.42,2.0
499395.4,2.17,2.5,29,1.11,3.0
554795.05,3.69,3.0,32,1.46,3.5
1050840.42,4.08,1.5,23,1.43,2.0
744681.82,4.23,1.5,26,1.2,2.0
920976.33,3.23,2.0,26,1.29,2.5
967590.82,2.14,3.0,18,1.33,3.5
849840.37,3.05,2.5,18,1.11,3.0
1252768.55,3.69,2.5,19,1.13,3.0
1306712.53,3.42,3.0,27,1.35,3.5
1815738.44,4.04,1.5,27,1.35,2.0
888763.05,2.37,2.5,26,1.24,3.0
884522.2,3.18,3.0,28,1.36,3.5
1844606.97,4.0,2.0,27,1.37,2.5
612675.43,4.03,1.5,27,1.26,2.0
1324856.11,3.78,3.0,26,1.33,3.5
663534.58,4.28,1.5,18,1.17,2.0
839970.4,2.32,2.0,24,1.3,2.5
970050.37,2.59,2.0,29,1.17,2.5
1371688.03,3.86,3.0,26,1.43,3.5
1213151.65,3.26,3.0,22,1.37,3.5
1201589.26,3.6,1.5,29,1.18,2.0
803448.48,2.55,1.5,27,1.22,2.0
694620.43,2.45,3.0,18,1.38,3.5
390173.28,2.01,3.0,20,1.22,3.5
1304969.2,3.14,2.0,26,1.49,2.5
1066577.93,2.34,1.5,28,1.13,2.0
591353.47,3.6,2.0,25,1.36,2.5
1191025.45,3.8,2.5,24,1.42,3.0
836925.01,3.57,2.0,21,1.3,2.5
544335.17,2.01,3.0,28,1.16,3.5
642624.19,3.06,2.5,19,1.23,3.0
1228766.63,3.29,2.5,18,1.22,3.0
1366709.8,3.81,1.5,22,1.45,2.0
1215654.54,2.57,3.0,22,1.12,3.5
862943.54,2.69,2.0,28,1.4,2.5
619675.84,3.02,3.0,24,1.46,3.5
1264393.01,2.75,2.0,29,1.37,2.5
1009721.01,2.31,1.5,26,1.25,2.0
1861954.96,3.96,3.0,26,1.43,3.5
1692212.0,4.16,2.5,25,1.5,3.0
2014264.78,4.28,1.5,31,1.28,2.0
968802.93,3.23,2.0,25,1.11,2.5
1551686.65,4.02,2.5,30,1.33,3.0
885854.11,3.06,2.0,21,1.26,2.5
1606784.52,3.93,2.5,25,1.42,3.0
1637321.4,4.33,2.0,28,1.48,2.5
1073687.29,3.06,3.0,30,1.29,3.5
927313.76,3.44,1.5,31,1.15,2.0
1124408.8,3.79,3.0,21,1.24,3.5
590398.7,3.33,1.5,23,1.3,2.0
1051621.1,2.82,2.0,30,1.5,2.5
930313.96,2.79,2.0,24,1.25,2.5
1172018.88,3.14,3.0,19,1.19,3.5
539598.19,3.14,2.5,26,1.2,3.0
602090.84,3.15,2.0,28,1.16,2.5
1017975.39,3.02,2.5,25,1.4,3.0
1416984.6,4.32,2.5,27,1.17,3.0
1783554.29,4.5,1.5,24,1.21,2.0
701784.21,4.31,1.5,27,1.14,2.0
963109.65,3.4,2.5,23,1.15,3.0
1409138.34,4.03,1.5,27,1.31,2.0
1089762.48,3.44,2.0,18,1.48,2.5
835240.58,2.56,1.5,31,1.21,2.0
1525844.08,3.65,3.0,20,1.46,3.5
573633.57,2.24,3.0,20,1.41,3.5
1219369.94,3.11,1.5,22,1.28,2.0
594629.56,3.75,2.5,20,1.18,3.0
1729738.31,4.45,1.5,19,1.42,2.0
1053399.12,2.25,3.0,29,1.2,3.5
680648.7,2.05,2.5,21,1.11,3.0
819337.64,3.99,1.5,21,1.26,2.0
1039333.7,4.41,3.0,21,1.32,3.5
1024559.85,2.44,1.5,27,1.14,2.0
627365.07,2.05,3.0,24,1.19,3.5
455429.54,2.26,1.5,23,1.18,2.0
928629.98,2.49,1.5,30,1.27,2.0
768498.83,4.15,3.0,25,1.22,3.5
702094.38,3.98,1.5,27,1.35,2.0
839064.5,4.43,3.0,27,1.13,3.5
467140.7,2.32,3.0,24,1.33,3.5
929844.8,3.23,2.5,26,1.12,3.0
1396143.42,3.26,1.5,19,1.3,2.0
707717.78,4.0,1.5,27,1.38,2.0
390902.08,2.02,2.0,19,1.13,2.5
1245901.39,2.64,2.5,18,1.28,3.0
1497070.41,4.09,2.5,25,1.45,3.0
1075874.72,3.25,2.5,20,1.18,3.0
888967.49,2.53,1.5,20,1.49,2.0
1650746.41,4.34,1.5,28,1.32,2.0
522858.46,3.14,1.5,23,1.34,2.0
1243454.19,3.45,3.0,18,1.46,3.5
1555956.67,3.76,2.0,29,1.22,2.5
1422503.93,4.2,3.0,18,1.44,3.5
785814.11,2.64,2.5,23,1.29,3.0
783420.85,2.72,3.0,23,1.45,3.5
1015265.91,3.59,2.5,19,1.14,3.0
1279310.9,3.92,3.0,29,1.44,3.5
1085823.51,3.12,3.0,19,1.35,3.5
1185947.04,4.08,2.5,27,1.5,3.0
804713.4,3.24,3.0,23,1.29,3.5
1132857.98,3.22,1.5,26,1.27,2.0
1213354.53,2.58,2.5,30,1.12,3.0
1107816.1,4.26,2.5,23,1.49,3.0
419775.49,2.14,3.0,26,1.36,3.5
578049.62,3.44,1.5,26,1.33,2.0
894148.25,3.54,1.5,30,1.22,2.0
618606.66,3.09,3.0,29,1.26,3.5
1803709.65,4.07,2.5,24,1.4,3.0
1109012.3,4.28,1.5,25,1.38,2.0
1596670.63,4.05,2.0,27,1.32,2.5
1493538.25,3.44,2.0,21,1.3,2.5
1316241.62,3.6,1.5,18,1.15,2.0
1030501.12,3.55,2.5,32,1.17,3.0
798774.71,3.2,2.5,21,1.25,3.0
1547169.4,3.78,2.5,25,1.49,3.0
1533726.64,3.58,1.5,28,1.49,2.0
1690919.86,4.14,2.5,29,1.27,3.0
590822.11,3.03,2.5,32,1.44,3.0
850417.66,3.59,3.0,31,1.4,3.5
1950843.36,4.49,3.0,22,1.45,3.5
804254.58,3.02,3.0,21,1.41,3.5
1211898.57,3.4,2.0,28,1.15,2.5
664448.54,2.26,2.0,28,1.24,2.5
1741254.45,4.43,2.5,18,1.28,3.0
1033249.99,4.12,3.0,21,1.11,3.5
433778.28,2.9,3.0,32,1.5,3.5
978981.04,3.18,2.5,30,1.47,3.0
1094740.04,2.58,2.0,23,1.48,2.5
932543.75,3.16,2.5,19,1.25,3.0
1005914.81,2.43,3.0,31,1.45,3.5
1665914.89,4.06,2.0,21,1.27,2.5
748259.05,3.6,2.0,22,1.25,2.5
798847.84,2.02,2.5,26,1.48,3.0
1547734.17,3.87,1.5,23,1.47,2.0
1457250.95,3.36,1.5,20,1.39,2.0
