T1,u,mte_loi,z1,HB1,overload_ratio,suggested_mte
452405.7,3.7,2.0,24,229.3,1.26,2.5
494651.1,2.48,2.0,23,200.3,1.2,2.5
495943.43,3.23,1.5,24,225.0,1.39,2.0
194085.88,2.87,1.5,30,237.5,1.37,2.0
411610.58,2.25,1.5,25,190.8,1.24,2.0
244371.82,4.0,3.0,18,230.2,1.2,3.5
406653.46,2.72,1.5,25,205.4,1.24,2.0
151211.53,2.82,2.5,29,211.8,1.18,3.0
297866.59,3.27,2.5,20,227.6,1.24,3.0
471719.15,4.17,2.0,20,239.2,1.44,2.5
273902.15,4.07,1.5,27,211.8,1.1,2.0
426924.25,3.48,2.0,30,191.3,1.17,2.5
446678.15,3.56,1.5,26,224.0,1.25,2.0
175153.05,4.31,2.5,24,212.7,1.43,3.0
448948.71,3.16,3.0,29,232.1,1.15,3.5
442557.09,2.65,3.0,27,228.2,1.5,3.5
268766.88,2.32,3.0,29,227.0,1.36,3.5
455692.31,4.21,1.5,29,194.7,1.49,2.0
263510.01,2.83,1.5,20,209.2,1.25,2.0
496507.71,3.25,2.0,22,222.6,1.19,2.5
481900.37,4.49,2.0,30,196.6,1.12,2.5
179188.06,2.93,3.0,25,225.4,1.22,3.5
442019.23,3.2,2.0,25,198.7,1.36,2.5
391954.4,2.82,1.5,25,224.4,1.19,2.0
411298.11,3.53,2.0,28,231.5,1.37,2.5
262138.85,3.58,1.5,21,211.2,1.12,2.0
434600.61,2.01,2.0,24,211.7,1.42,2.5
193079.39,2.4,3.0,27,204.4,1.14,3.5
423847.12,3.85,2.5,23,195.3,1.15,3.0
282306.23,3.25,2.5,24,217.9,1.11,3.0
201479.02,3.56,2.0,27,228.1,1.39,2.5
231170.48,2.47,2.0,25,191.7,1.19,2.5
484120.78,3.76,3.0,18,210.5,1.14,3.5
354719.01,4.0,1.5,22,235.0,1.36,2.0
341211.44,2.09,1.5,23,225.0,1.43,2.0
331616.73,3.63,2.0,18,204.0,1.36,2.5
233447.89,2.7,2.5,19,201.1,1.47,3.0
167385.35,3.17,2.5,27,227.3,1.29,3.0
285724.68,3.84,2.0,27,238.3,1.15,2.5
371400.6,4.27,2.5,24,210.3,1.47,3.0
361274.18,2.56,2.0,18,219.8,1.45,2.5
157147.71,2.11,3.0,18,237.5,1.49,3.5
205995.92,3.95,2.5,27,210.5,1.32,3.0
313950.34,3.35,2.5,24,220.0,1.34,3.0
437267.18,3.17,3.0,24,191.7,1.45,3.5
482904.4,2.51,2.5,19,207.3,1.49,3.0
225923.79,4.25,3.0,30,192.4,1.48,3.5
269975.96,4.17,2.0,21,200.4,1.36,2.5
475457.92,3.51,3.0,22,195.0,1.26,3.5
434115.8,3.67,2.0,19,235.9,1.35,2.5
426870.53,2.82,1.5,19,198.0,1.4,2.0
176843.93,3.23,2.5,30,197.7,1.24,3.0
393293.13,3.93,2.0,29,231.6,1.2,2.5
452159.95,2.11,2.5,27,195.8,1.47,3.0
494548.63,4.31,2.5,18,239.5,1.19,3.0
380348.87,3.83,2.0,28,218.4,1.48,2.5
428066.9,3.38,3.0,19,207.2,1.19,3.5
350658.97,3.59,1.5,30,229.2,1.16,2.0
276577.34,2.47,2.0,30,225.7,1.4,2.5
232725.04,3.35,2.0,18,219.9,1.29,2.5
189482.45,3.73,2.5,19,233.7,1.34,3.0
341315.54,4.38,1.5,24,210.7,1.13,2.0
422653.68,3.75,1.5,21,236.0,1.49,2.0
172271.97,4.2,3.0,19,211.0,1.32,3.5
363744.93,4.06,2.0,28,206.8,1.27,2.5
292849.14,3.88,3.0,24,207.4,1.27,3.5
252352.58,2.78,2.5,22,209.8,1.3,3.0
316450.28,4.45,1.5,22,201.4,1.46,2.0
384711.45,3.6,1.5,29,207.2,1.41,2.0
349850.85,3.45,3.0,21,206.4,1.49,3.5
476722.57,3.78,2.5,22,206.3,1.3,3.0
387852.82,2.42,1.5,28,219.0,1.45,2.0
366818.85,2.48,2.0,28,203.0,1.17,2.5
338521.95,2.05,1.5,27,220.7,1.41,2.0
194926.3,3.08,2.0,30,222.2,1.26,2.5
315975.57,3.97,2.5,18,222.0,1.16,3.0
411012.05,2.63,1.5,22,213.3,1.19,2.0
220936.86,3.25,1.5,21,211.9,1.27,2.0
248803.91,2.36,2.0,27,212.9,1.18,2.5
392635.35,2.55,2.0,23,205.3,1.2,2.5
429298.15,3.64,2.0,20,239.1,1.23,2.5
403482.07,2.11,2.0,24,199.9,1.3,2.5
174197.02,2.57,3.0,19,197.2,1.24,3.5
297642.52,2.71,1.5,21,237.6,1.28,2.0
405682.1,3.86,2.5,25,217.8,1.3,3.0
373254.99,3.56,2.0,26,205.3,1.49,2.5
151047.6,3.98,2.0,30,197.9,1.46,2.5
432782.41,3.61,2.5,29,224.6,1.12,3.0
390317.14,3.35,2.5,24,231.9,1.21,3.0
370026.79,2.63,1.5,29,208.1,1.22,2.0
212394.82,3.61,2.0,28,218.7,1.18,2.5
189676.71,4.0,3.0,29,210.5,1.11,3.5
240570.74,4.34,2.0,29,207.0,1.35,2.5
207829.48,2.04,2.5,18,214.2,1.28,3.0
277989.28,3.12,2.0,28,204.0,1.37,2.5
235158.58,2.41,1.5,19,233.7,1.37,2.0
265700.78,4.2,2.0,20,213.6,1.41,2.5
479449.12,4.27,3.0,25,204.7,1.23,3.5
229184.26,3.49,2.0,27,212.8,1.19,2.5
367133.63,2.37,3.0,24,237.3,1.4,3.5
379090.52,2.72,3.0,20,204.7,1.14,3.5
498274.56,4.37,2.0,29,204.2,1.12,2.5
262796.07,3.93,1.5,23,226.3,1.15,2.0
400195.39,3.43,2.0,29,214.6,1.28,2.5
486610.45,2.64,2.5,20,230.4,1.34,3.0
267276.9,3.57,1.5,21,192.9,1.33,2.0
264143.89,3.94,1.5,29,222.7,1.2,2.0
395904.89,3.88,2.5,19,226.2,1.38,3.0
432356.62,2.84,1.5,23,232.5,1.39,2.0
406619.3,4.11,1.5,28,214.6,1.35,2.0
199075.18,3.7,1.5,27,198.0,1.31,2.0
418676.96,3.91,1.5,22,236.1,1.33,2.0
218881.38,2.31,3.0,29,209.4,1.16,3.5
195066.8,2.92,3.0,25,221.6,1.27,3.5
207921.29,3.37,3.0,22,231.9,1.43,3.5
452541.48,3.01,3.0,18,203.0,1.17,3.5
294541.99,2.08,2.0,30,210.1,1.19,2.5
276891.57,3.82,1.5,20,218.8,1.17,2.0
155280.08,3.14,1.5,22,192.2,1.49,2.0
308231.57,3.37,3.0,26,217.7,1.37,3.5
404195.34,3.61,2.0,18,229.5,1.15,2.5
489878.04,3.38,2.0,26,209.9,1.27,2.5
367799.21,3.63,2.0,22,192.4,1.17,2.5
444675.03,3.21,2.0,20,228.2,1.48,2.5
242337.38,3.97,3.0,20,201.6,1.1,3.5
463336.8,3.01,1.5,25,212.5,1.26,2.0
366535.78,3.39,1.5,19,235.8,1.37,2.0
488081.43,4.04,3.0,24,229.6,1.47,3.5
477759.93,2.42,3.0,18,209.4,1.19,3.5
421810.93,2.94,1.5,28,196.8,1.28,2.0
376188.5,2.43,1.5,29,190.8,1.28,2.0
251601.05,2.93,3.0,24,223.5,1.11,3.5
346877.08,4.41,2.0,25,190.3,1.36,2.5
468290.48,2.06,2.0,18,207.8,1.18,2.5
190818.72,3.8,2.0,30,215.3,1.27,2.5
199218.26,4.14,2.5,21,234.9,1.15,3.0
415516.76,3.99,3.0,19,225.1,1.1,3.5
395969.14,2.09,2.0,24,225.1,1.25,2.5
446793.25,2.57,1.5,20,205.6,1.32,2.0
290345.17,2.36,2.0,23,195.4,1.48,2.5
343573.82,2.49,2.5,29,235.0,1.29,3.0
420008.45,2.67,3.0,21,199.8,1.27,3.5
470309.59,3.74,2.5,30,206.3,1.23,3.0
357360.33,2.25,2.0,19,234.3,1.47,2.5
417944.86,3.78,2.5,20,204.8,1.24,3.0
183916.39,2.43,3.0,28,228.0,1.49,3.5
394743.88,4.37,1.5,23,209.3,1.29,2.0
165284.25,3.83,2.0,26,229.0,1.31,2.5
204631.14,3.1,1.5,22,230.9,1.48,2.0
304277.68,2.39,2.0,29,197.4,1.5,2.5
431595.95,2.18,2.0,29,216.8,1.28,2.5
343476.92,4.36,2.5,23,190.7,1.27,3.0
318171.25,3.41,3.0,21,200.4,1.25,3.5
483868.43,4.42,1.5,22,215.0,1.3,2.0
345016.62,2.33,3.0,30,196.2,1.21,3.5
409890.5,4.1,2.0,27,193.9,1.17,2.5
437365.66,4.03,2.0,27,237.6,1.11,2.5
424957.98,2.35,2.0,19,196.2,1.24,2.5
166032.27,3.01,3.0,23,219.1,1.16,3.5
177358.31,3.63,1.5,24,209.5,1.35,2.0
350341.0,2.14,3.0,29,232.6,1.48,3.5
453408.64,4.28,2.0,29,233.7,1.33,2.5
248420.11,3.49,1.5,22,225.1,1.17,2.0
205637.47,3.41,1.5,27,214.9,1.23,2.0
447669.81,4.04,1.5,29,232.0,1.32,2.0
497815.33,3.08,2.5,23,217.9,1.26,3.0
171854.88,2.85,2.5,28,211.8,1.17,3.0
277532.85,2.91,2.0,19,209.3,1.33,2.5
357674.16,4.32,3.0,23,195.2,1.28,3.5
233550.6,4.28,3.0,18,219.3,1.41,3.5
163480.18,2.33,3.0,22,213.7,1.2,3.5
461864.43,3.36,3.0,23,201.1,1.37,3.5
192683.03,3.81,2.0,20,210.0,1.23,2.5
477480.41,4.18,2.0,18,221.5,1.3,2.5
283218.71,3.15,2.5,28,198.6,1.44,3.0
323955.24,2.19,2.0,22,202.7,1.14,2.5
362185.5,3.17,2.5,19,232.0,1.23,3.0
276559.36,3.16,2.0,19,226.2,1.41,2.5
471971.57,3.52,1.5,28,210.7,1.18,2.0
228266.08,2.54,2.0,19,212.4,1.22,2.5
419008.89,3.07,2.5,29,213.8,1.48,3.0
463008.21,3.98,2.0,22,235.8,1.32,2.5
385691.07,2.3,2.0,24,209.8,1.49,2.5
173656.3,2.75,1.5,21,198.5,1.38,2.0
259914.65,2.16,2.0,23,209.4,1.48,2.5
345642.28,2.32,1.5,20,225.0,1.32,2.0
211983.67,3.26,2.0,27,236.0,1.18,2.5
422437.23,3.2,3.0,19,239.2,1.18,3.5
390304.9,4.23,3.0,27,235.9,1.46,3.5
197463.5,2.28,1.5,30,208.0,1.14,2.0
358620.5,2.19,1.5,22,194.2,1.26,2.0
219072.51,2.14,2.0,27,192.1,1.1,2.5
406784.64,3.99,2.5,23,238.3,1.16,3.0
381166.97,4.0,1.5,25,239.5,1.4,2.0
386257.95,3.55,2.0,27,198.4,1.42,2.5
459236.92,3.06,1.5,20,223.9,1.14,2.0
421261.66,2.13,3.0,27,218.4,1.44,3.5
421084.39,2.19,2.5,29,210.4,1.17,3.0
285711.39,2.96,2.5,21,213.1,1.29,3.0
286846.82,3.28,2.0,23,228.7,1.48,2.5
174523.03,2.56,2.0,24,210.6,1.26,2.5
246566.78,4.29,2.5,26,190.0,1.2,3.0
495686.26,3.53,3.0,30,221.2,1.34,3.5
442922.03,3.87,1.5,30,200.4,1.18,2.0
206789.51,2.48,2.0,26,225.2,1.48,2.5
249418.21,4.13,1.5,25,236.5,1.43,2.0
190841.88,4.0,2.5,29,220.7,1.48,3.0
364455.69,3.87,2.0,27,217.0,1.37,2.5
314467.36,3.01,1.5,22,211.4,1.28,2.0
156357.86,2.34,1.5,27,203.1,1.18,2.0
444141.15,3.12,2.5,21,201.5,1.14,3.0
378035.71,2.37,2.0,24,222.4,1.3,2.5
165046.73,4.03,2.5,26,223.4,1.42,3.0
386622.43,2.52,3.0,24,238.1,1.36,3.5
254012.18,2.73,1.5,26,235.6,1.24,2.0
351607.15,2.76,2.0,30,192.8,1.38,2.5
253668.87,3.66,2.0,22,192.9,1.27,2.5
401810.17,3.71,2.5,18,229.9,1.25,3.0
345571.65,3.44,1.5,22,209.8,1.44,2.0
361728.55,4.37,2.5,19,226.4,1.15,3.0
182065.94,4.11,1.5,26,202.2,1.15,2.0
414907.19,2.3,1.5,28,230.8,1.37,2.0
354020.05,2.28,3.0,25,200.8,1.21,3.5
374097.67,3.67,2.5,21,213.4,1.49,3.0
454778.0,2.26,1.5,21,234.4,1.36,2.0
289922.77,2.65,1.5,19,196.6,1.46,2.0
293824.51,3.06,2.5,18,214.4,1.46,3.0
438216.82,3.67,2.5,28,205.3,1.49,3.0
410834.4,3.58,3.0,23,229.0,1.34,3.5
195820.02,2.25,3.0,23,234.3,1.25,3.5
498505.13,4.47,1.5,19,219.9,1.37,2.0
463646.13,3.99,1.5,18,204.5,1.35,2.0
406494.95,3.56,2.0,21,222.7,1.44,2.5
187475.72,2.86,2.0,29,225.0,1.37,2.5
204800.86,3.38,2.0,27,190.7,1.36,2.5
493848.17,2.94,3.0,22,232.4,1.23,3.5
464368.02,4.29,1.5,19,216.6,1.21,2.0
326719.73,4.44,1.5,30,214.3,1.38,2.0
224568.53,2.3,2.5,19,221.7,1.44,3.0
163006.45,3.29,1.5,27,219.4,1.12,2.0
307790.17,3.64,1.5,19,201.4,1.42,2.0
406432.62,2.82,2.5,22,208.5,1.26,3.0
289890.77,4.12,3.0,27,212.5,1.1,3.5
264114.46,3.97,2.0,22,225.3,1.34,2.5
173407.08,2.38,3.0,21,219.0,1.2,3.5
343044.79,2.88,1.5,26,231.8,1.17,2.0
334707.28,2.35,2.5,30,234.5,1.17,3.0
318017.23,3.3,2.0,20,223.8,1.32,2.5
150809.82,3.81,1.5,21,212.7,1.17,2.0
279245.7,3.71,3.0,26,227.3,1.19,3.5
420805.73,4.32,2.5,20,200.1,1.31,3.0
200231.1,3.65,2.0,30,196.8,1.44,2.5
225019.3,3.49,2.5,23,195.3,1.28,3.0
169778.93,2.26,1.5,25,237.3,1.33,2.0
158378.38,3.82,1.5,20,226.7,1.44,2.0
484013.52,2.34,1.5,24,213.5,1.2,2.0
385617.32,3.5,3.0,18,229.8,1.26,3.5
399896.37,2.99,2.0,28,231.8,1.24,2.5
267317.27,3.82,2.5,24,206.0,1.13,3.0
200094.9,4.3,1.5,23,214.1,1.24,2.0
275003.23,2.09,3.0,20,234.9,1.3,3.5
360397.77,4.41,3.0,27,216.3,1.24,3.5
414129.95,2.43,1.5,22,201.0,1.33,2.0
487367.67,3.25,1.5,29,216.8,1.32,2.0
279149.77,3.4,1.5,27,211.1,1.16,2.0
176701.65,2.41,2.5,25,207.9,1.34,3.0
187599.3,2.59,3.0,28,215.7,1.42,3.5
336082.1,3.46,1.5,24,192.5,1.23,2.0
156628.66,2.93,2.0,22,227.6,1.29,2.5
455976.34,4.33,2.5,26,190.9,1.25,3.0
199433.49,3.96,1.5,25,198.1,1.21,2.0
349324.87,4.31,3.0,23,228.3,1.43,3.5
344419.8,2.02,1.5,27,198.1,1.26,2.0
280744.37,4.17,2.0,19,212.8,1.36,2.5
160183.18,3.65,1.5,24,221.6,1.34,2.0
301864.11,3.78,2.0,25,227.3,1.42,2.5
458686.96,2.2,3.0,25,220.6,1.38,3.5
370166.91,4.23,2.0,30,238.9,1.47,2.5
189551.96,3.61,2.0,25,219.7,1.27,2.5
467925.92,3.93,2.0,22,206.2,1.35,2.5
318980.26,2.0,2.0,28,198.6,1.47,2.5
285192.99,3.29,3.0,19,236.5,1.31,3.5
207771.35,3.0,2.0,25,229.6,1.17,2.5
166528.53,4.48,3.0,21,202.7,1.34,3.5
245166.07,2.4,2.0,26,236.9,1.34,2.5
233514.41,3.73,3.0,22,207.4,1.29,3.5
182221.85,2.08,3.0,18,225.8,1.13,3.5
290742.06,3.95,2.5,30,213.8,1.12,3.0
311246.4,3.36,1.5,24,230.0,1.43,2.0
273273.88,3.48,2.0,22,206.3,1.21,2.5
175399.06,3.7,1.5,25,233.2,1.46,2.0
262868.14,2.99,1.5,19,221.8,1.2,2.0
206704.44,2.26,1.5,26,191.9,1.42,2.0
385796.79,3.72,1.5,27,200.2,1.25,2.0
301729.18,2.89,2.0,20,198.7,1.28,2.5
296821.67,3.1,2.5,24,213.7,1.16,3.0
469777.11,3.48,2.5,24,203.8,1.44,3.0
166238.13,3.44,2.0,21,211.0,1.42,2.5
328673.26,3.73,1.5,29,212.9,1.1,2.0
218698.87,3.76,1.5,27,201.8,1.22,2.0
344568.29,3.26,2.0,28,194.1,1.48,2.5
486119.15,2.59,3.0,20,219.9,1.23,3.5
307015.32,2.41,2.0,24,190.3,1.11,2.5
235505.89,4.47,2.5,26,218.5,1.14,3.0
392993.48,3.84,1.5,19,236.6,1.35,2.0
368173.45,3.94,2.0,25,203.4,1.15,2.5
156134.97,3.24,1.5,21,227.1,1.13,2.0
321791.03,3.41,2.0,23,219.8,1.46,2.5
163414.76,4.5,1.5,24,190.7,1.25,2.0
333605.26,2.64,1.5,19,226.3,1.14,2.0
188361.63,3.5,3.0,25,193.2,1.31,3.5
460631.37,4.41,2.5,21,229.6,1.19,3.0
190785.83,4.42,3.0,27,239.3,1.15,3.5
477222.91,3.95,2.5,19,215.1,1.28,3.0
171264.39,2.7,2.0,18,202.6,1.42,2.5
257642.54,2.78,2.0,27,208.7,1.3,2.5
305450.9,3.96,2.5,30,221.4,1.32,3.0
469663.58,2.48,1.5,24,202.0,1.21,2.0
210599.03,3.75,3.0,20,193.9,1.37,3.5
465982.08,2.54,2.5,20,212.4,1.36,3.0
377207.29,4.09,2.5,18,213.2,1.49,3.0
203867.79,3.51,3.0,20,193.0,1.2,3.5
187270.51,3.09,1.5,26,214.0,1.3,2.0
243351.41,4.14,3.0,29,211.1,1.31,3.5
341601.97,3.17,2.5,27,192.6,1.14,3.0
246592.61,3.91,3.0,26,208.4,1.23,3.5
246958.9,3.29,1.5,20,205.8,1.14,2.0
170365.97,4.28,2.5,22,239.8,1.31,3.0
427062.51,3.49,1.5,26,230.8,1.4,2.0
314036.91,2.63,3.0,19,200.5,1.31,3.5
473464.96,2.1,3.0,21,200.3,1.32,3.5
187074.02,3.11,1.5,24,232.9,1.36,2.0
431043.84,4.24,3.0,19,219.4,1.26,3.5
307583.8,3.94,1.5,27,200.7,1.46,2.0
377740.05,3.51,2.5,22,222.8,1.44,3.0
363328.37,3.72,2.5,30,234.6,1.29,3.0
164820.63,2.13,1.5,24,225.5,1.26,2.0
287512.16,2.24,2.0,25,198.7,1.33,2.5
248571.56,4.13,3.0,28,222.1,1.48,3.5
269349.75,4.1,1.5,20,200.5,1.48,2.0
270653.25,2.59,1.5,19,195.3,1.28,2.0
497571.47,3.76,2.5,27,236.5,1.27,3.0
257354.99,4.2,2.0,26,204.3,1.23,2.5
439675.82,3.06,2.5,26,204.0,1.13,3.0
201580.87,2.74,3.0,19,238.6,1.31,3.5
365122.06,2.81,3.0,30,201.5,1.47,3.5
214374.58,3.36,1.5,28,223.5,1.17,2.0
271288.47,2.13,2.5,22,228.9,1.19,3.0
351179.65,2.25,2.5,30,230.1,1.29,3.0
197538.54,2.67,3.0,18,198.6,1.32,3.5
363442.92,3.89,2.0,30,225.3,1.28,2.5
193420.87,4.33,3.0,25,196.0,1.18,3.5
171138.12,2.07,2.5,26,216.8,1.25,3.0
229385.64,4.06,2.5,21,202.4,1.48,3.0
377085.43,3.87,3.0,30,203.1,1.11,3.5
414173.94,3.7,2.0,29,236.5,1.3,2.5
238725.21,3.97,2.0,20,215.3,1.36,2.5
390242.41,2.77,1.5,25,191.0,1.28,2.0
229472.73,2.05,2.5,19,221.9,1.33,3.0
380517.34,2.84,2.5,24,201.5,1.3,3.0
411961.62,3.74,3.0,27,203.1,1.29,3.5
488752.31,4.5,2.5,24,202.5,1.24,3.0
292716.64,4.48,1.5,28,195.9,1.3,2.0
240546.97,3.52,2.0,21,202.8,1.41,2.5
428715.22,2.55,1.5,23,236.8,1.45,2.0
246219.65,2.52,2.0,28,210.4,1.22,2.5
207324.24,4.09,1.5,21,234.6,1.27,2.0
187531.71,3.74,2.0,24,205.5,1.4,2.5
474854.78,2.93,2.0,23,225.0,1.36,2.5
191990.79,3.78,1.5,30,205.4,1.49,2.0
288026.32,3.18,2.5,23,190.7,1.42,3.0
150983.1,2.02,2.5,22,203.7,1.1,3.0
499811.71,3.38,1.5,19,194.4,1.29,2.0
336864.61,2.15,2.5,24,213.2,1.43,3.0
186977.86,2.37,1.5,22,219.4,1.11,2.0
211016.34,2.42,2.5,20,209.0,1.48,3.0
199474.36,3.58,2.0,18,196.3,1.38,2.5
246343.32,3.8,2.0,24,198.5,1.1,2.5
165694.64,3.97,2.0,29,225.3,1.23,2.5
349885.76,2.11,3.0,18,214.8,1.42,3.5
410875.97,2.77,2.0,19,223.5,1.33,2.5
292323.75,2.41,1.5,20,196.8,1.21,2.0
293576.27,2.66,2.5,18,227.9,1.26,3.0
232356.81,2.84,2.5,23,233.6,1.33,3.0
276845.57,3.72,2.0,18,193.5,1.37,2.5
396567.36,3.24,2.0,20,190.7,1.14,2.5
279813.33,4.01,2.0,25,233.3,1.43,2.5
363272.31,4.09,2.0,22,190.5,1.32,2.5
317832.19,2.93,1.5,23,197.3,1.38,2.0
227553.61,3.86,2.5,27,208.8,1.41,3.0
449101.62,2.12,2.0,29,198.0,1.33,2.5
195365.63,3.71,1.5,30,203.9,1.43,2.0
269302.97,2.21,2.0,30,195.2,1.13,2.5
399083.6,4.49,3.0,18,199.7,1.44,3.5
158606.97,3.19,2.5,28,191.0,1.36,3.0
382246.42,2.68,3.0,25,218.4,1.5,3.5
420041.06,3.87,3.0,18,216.9,1.47,3.5
300886.61,3.92,1.5,30,235.6,1.4,2.0
471879.93,4.36,3.0,25,227.2,1.25,3.5
379875.29,4.16,1.5,23,236.1,1.1,2.0
332886.09,3.88,2.5,27,226.8,1.36,3.0
444054.81,2.54,2.5,23,198.2,1.19,3.0
274119.25,4.19,1.5,29,194.4,1.39,2.0
410331.49,2.86,1.5,25,209.8,1.35,2.0
455502.17,3.14,3.0,24,224.6,1.37,3.5
475362.58,3.83,3.0,28,201.8,1.39,3.5
378535.63,3.25,2.5,18,202.9,1.21,3.0
350742.84,2.29,3.0,23,237.3,1.3,3.5
375022.39,4.05,2.0,22,221.4,1.3,2.5
379941.05,3.95,2.0,20,194.2,1.24,2.5
479400.62,4.3,3.0,24,232.6,1.24,3.5
420263.05,4.34,3.0,26,218.3,1.44,3.5
454589.34,2.79,3.0,30,191.9,1.11,3.5
275743.34,2.92,1.5,27,207.6,1.35,2.0
208004.61,2.06,2.0,23,209.5,1.41,2.5
357825.73,3.73,3.0,27,217.1,1.19,3.5
451073.91,2.91,2.0,25,202.7,1.21,2.5
409367.15,2.91,2.0,21,190.2,1.2,2.5
174645.56,4.09,1.5,21,226.2,1.35,2.0
462730.28,4.47,2.5,25,195.6,1.46,3.0
415932.91,3.31,3.0,24,193.7,1.34,3.5
196237.52,4.16,3.0,24,224.3,1.22,3.5
435564.28,2.61,2.5,27,221.5,1.23,3.0
451806.72,3.66,1.5,22,223.4,1.15,2.0
467079.21,3.13,3.0,22,232.4,1.13,3.5
290459.93,2.53,2.0,26,220.8,1.2,2.5
314576.22,2.19,3.0,22,216.3,1.31,3.5
491708.8,2.11,1.5,19,206.5,1.38,2.0
442805.76,2.19,2.0,22,200.1,1.19,2.5
217853.92,3.33,3.0,27,237.5,1.15,3.5
297189.27,2.57,3.0,29,218.7,1.16,3.5
369823.83,3.04,3.0,19,218.4,1.1,3.5
472173.74,4.32,3.0,20,231.6,1.39,3.5
179566.85,2.54,3.0,21,222.8,1.48,3.5
198855.07,4.03,3.0,30,203.3,1.43,3.5
221975.79,2.41,1.5,26,235.9,1.16,2.0
421648.37,2.16,2.0,22,231.5,1.23,2.5
250016.92,4.07,3.0,22,224.5,1.14,3.5
488525.23,3.22,2.5,26,193.4,1.21,3.0
325471.85,3.5,2.5,27,203.8,1.48,3.0
470764.73,3.58,2.0,28,220.7,1.23,2.5
450370.4,3.77,2.5,23,207.3,1.49,3.0
181440.83,2.44,2.0,22,203.8,1.13,2.5
177761.54,3.81,2.5,22,234.1,1.36,3.0
383585.39,3.16,3.0,19,202.3,1.4,3.5
242796.14,3.16,3.0,25,191.4,1.2,3.5
474456.64,3.67,1.5,24,215.2,1.34,2.0
233171.25,4.18,3.0,21,203.7,1.47,3.5
295018.17,3.07,2.5,25,238.1,1.33,3.0
188566.25,3.25,1.5,23,231.7,1.33,2.0
